generation,best_fitness,median_tree_size
0,0.471983,63
1,0.359807,29
2,0.359807,31
3,0.359807,17
4,0.359807,5
5,0.359807,1
6,0.359807,1
7,0.359807,1
8,0.359807,1
9,0.359807,1
10,0.359807,1
11,0.359807,1
12,0.359807,1
13,0.359807,1
14,0.359807,1
15,0.359807,1
16,0.270061,7
17,0.265718,9
18,0.265718,9
19,0.265718,15
20,0.261579,19
21,0.261579,19
22,0.261178,21
23,0.261178,27
24,0.261178,31
25,0.261178,31
26,0.258497,31
27,0.25741,33
28,0.256821,35
29,0.250236,49
30,0.250236,69
31,0.247618,71
32,0.245576,67
33,0.245576,51
34,0.229873,89
35,0.229873,87
36,0.228162,107
37,0.228162,109
38,0.226818,91
39,0.223584,85
40,0.223584,83
41,0.222384,81
42,0.222226,71
43,0.22116,79
44,0.22116,83
45,0.22116,93
46,0.2183,109
47,0.2183,115
48,0.2183,107
49,0.216098,65
50,0.216098,73
51,0.216098,101
52,0.216098,65
53,0.216098,65
54,0.216098,65
55,0.213946,75
56,0.213946,75
57,0.213946,75
58,0.212314,107
59,0.207234,125
60,0.206258,131
61,0.20465,163
62,0.20465,163
63,0.204154,151
64,0.203767,149
65,0.201988,157
66,0.201988,157
67,0.201711,157
68,0.201711,159
69,0.201711,173
70,0.201711,161
71,0.201711,147
72,0.201711,129
73,0.2017,129
74,0.197114,129
75,0.197114,147
76,0.197114,233
77,0.197114,225
78,0.197114,223
79,0.197022,147
80,0.197022,147
81,0.197022,145
82,0.197022,145
83,0.196194,253
84,0.196194,257
85,0.195475,257
86,0.195475,259
87,0.195475,249
88,0.195126,247
89,0.194957,249
90,0.194694,427
91,0.194694,429
92,0.194213,427
93,0.194213,423
94,0.194213,281
95,0.194213,259
96,0.194213,183
97,0.194213,179
98,0.194213,179
99,0.194213,181
100,0.194213,181
101,0.194213,263
102,0.194213,307
103,0.18466,329
104,0.18466,335
105,0.18466,417
106,0.184559,443
107,0.183767,475
108,0.183322,579
109,0.183322,587
110,0.183309,745
111,0.183288,747
112,0.179809,885
113,0.179809,951
114,0.179809,1207
115,0.175422,1389
116,0.175422,1387
117,0.172252,1231
118,0.15073,1193
119,0.15073,1215
120,0.150706,1317
121,0.150706,1257
122,0.150706,1461
123,0.150706,1463
124,0.150563,1321
125,0.150563,1155
126,0.150563,1159
127,0.150563,1155
128,0.150563,1153
129,0.150563,1183
130,0.150563,1327
131,0.150563,1327
132,0.150563,1443
133,0.150563,1329
134,0.150563,1459
135,0.150563,1397
136,0.121139,1401
137,0.121139,1345
138,0.115075,1319
139,0.114711,1099
140,0.114711,1097
141,0.114711,1107
142,0.114711,1115
143,0.114698,1121
144,0.114401,1757
145,0.114401,1775
146,0.113252,1755
147,0.113252,1765
148,0.113252,1769
149,0.11081,987
150,0.11081,985
151,0.11081,999
