generation,best_fitness,median_tree_size
0,0.08052,23
1,0.08052,11
2,0.060328,7
3,0.049607,9
4,0.048738,9
5,0.048738,12
6,0.048738,14
7,0.048738,17
8,0.048738,17
9,0.048738,17
10,0.048738,15
11,0.048738,15
12,0.048738,14
13,0.048738,14
14,0.048738,23
15,0.048738,26
16,0.048738,37
17,0.048738,38
18,0.048738,57
19,0.048621,77
20,0.048621,71
21,0.048621,76
22,0.048621,78
23,0.048621,93
24,0.048621,143
25,0.048621,120
26,0.048621,85
27,0.048621,148
28,0.048621,153
29,0.048621,172
30,0.048621,206
31,0.048225,182
32,0.048225,178
33,0.048225,232
34,0.048225,193
35,0.048225,303
36,0.048008,354
37,0.0475,283
38,0.0475,337
39,0.0475,426
40,0.0475,575
41,0.0475,232
42,0.0475,548
43,0.0475,373
44,0.047055,261
45,0.046895,298
46,0.046895,252
47,0.046857,217
48,0.046803,168
49,0.046764,95
50,0.046764,96
51,0.046733,117
52,0.046727,130
53,0.04672,144
54,0.04672,190
55,0.046675,237
56,0.04667,211
57,0.04667,214
58,0.046661,217
59,0.04666,229
60,0.04665,242
61,0.04665,240
62,0.04665,276
63,0.04665,325
64,0.04665,287
65,0.046647,329
66,0.046643,278
67,0.046643,389
68,0.046643,530
69,0.046643,428
70,0.046643,644
71,0.04664,663
72,0.04664,642
73,0.04664,626
74,0.046639,878
75,0.046634,748
76,0.046634,275
77,0.046634,409
78,0.046634,302
79,0.046634,399
80,0.046634,323
81,0.046634,352
82,0.046634,336
83,0.046634,622
84,0.046634,445
85,0.046634,372
86,0.046634,430
87,0.046634,197
88,0.046634,311
89,0.046634,299
90,0.046634,356
91,0.046634,364
92,0.046634,398
93,0.046634,434
94,0.046634,413
95,0.046634,435
96,0.046633,364
97,0.046632,405
98,0.046626,697
99,0.046626,791
100,0.046626,886
101,0.046626,1117
102,0.046625,1025
103,0.046625,1564
104,0.046625,1829
105,0.046625,1803
106,0.046625,1712
107,0.046625,1744
108,0.046625,1823
109,0.046624,1865
110,0.046624,1870
111,0.046624,1816
112,0.046624,1486
113,0.046624,1684
114,0.046624,1684
115,0.046624,1668
116,0.04662,1623
117,0.04662,1069
118,0.04662,999
119,0.04662,868
120,0.04662,868
121,0.04662,1084
122,0.04662,1135
123,0.04662,1161
124,0.04662,1499
125,0.04662,1113
126,0.04662,954
127,0.04662,1133
128,0.04662,1097
129,0.04662,1057
130,0.04662,885
131,0.04662,1255
132,0.04662,961
133,0.04662,1204
134,0.04662,1349
135,0.04662,1283
136,0.04662,1435
137,0.04662,1242
138,0.04662,1062
139,0.04662,1504
140,0.04662,1243
141,0.04662,1019
142,0.04662,1165
143,0.04662,1053
144,0.04662,935
145,0.04662,1022
146,0.04662,1077
147,0.04662,908
148,0.04662,1036
