generation,best_fitness,median_tree_size
0,1.480145,16
1,1.228005,10
2,1.228005,8
3,1.156928,8
4,1.156928,10
5,1.102804,11
6,1.102804,14
7,1.102804,15
8,0.825733,15
9,0.825733,16
10,0.608278,18
11,0.454459,18
12,0.454459,22
13,0.454459,26
14,0.454459,25
15,0.454459,25
16,0.446929,25
17,0.384463,22
18,0.384463,25
19,0.348389,27
20,0.348389,27
21,0.348389,29
22,0.348389,38
23,0.348389,39
24,0.348389,36
25,0.31399,37
26,0.31399,39
27,0.289209,41
28,0.289209,41
29,0.289209,45
30,0.28026,50
31,0.214273,50
32,0.214273,49
33,0.214273,55
34,0.181373,58
35,0.181373,61
36,0.17284,65
37,0.161091,62
38,0.157213,67
39,0.155555,76
40,0.148148,98
41,0.141045,118
42,0.141045,136
43,0.141045,140
44,0.141045,126
45,0.141045,92
46,0.129706,65
47,0.128994,90
48,0.128123,120
49,0.110702,132
50,0.110702,117
51,0.105749,142
52,0.099358,142
53,0.095914,146
54,0.095914,150
55,0.094735,175
56,0.094735,182
57,0.094735,197
58,0.094735,295
59,0.090982,210
60,0.09071,328
61,0.089383,384
62,0.072499,440
63,0.072499,500
64,0.071336,436
65,0.069988,513
66,0.069988,443
67,0.069988,455
68,0.068,440
69,0.068,433
70,0.068,452
71,0.068,480
72,0.068,465
73,0.068,447
74,0.052459,444
75,0.052459,461
76,0.052459,489
77,0.052416,486
78,0.052228,486
79,0.052228,494
80,0.052228,472
81,0.052228,479
82,0.050762,482
83,0.050762,488
84,0.050762,915
85,0.050753,1129
86,0.050653,1226
87,0.050054,1220
88,0.050054,1228
89,0.050054,1257
90,0.050054,1323
91,0.049626,1326
92,0.049626,1350
93,0.049528,1367
94,0.049527,1387
95,0.049527,1467
96,0.049527,1437
97,0.049527,1451
98,0.049527,1412
99,0.049527,1420
100,0.049527,1384
101,0.049411,1404
102,0.04941,1484
103,0.04941,1336
104,0.04918,1339
105,0.04918,1341
106,0.049121,1325
107,0.049121,1323
108,0.049121,1320
109,0.049121,1121
110,0.049079,1071
111,0.049079,1121
112,0.04906,1196
113,0.048982,1155
114,0.048982,1192
115,0.048981,1130
116,0.048981,1513
117,0.048981,1655
118,0.048981,1622
119,0.048973,1501
120,0.048973,1068
121,0.048953,1022
122,0.048949,1062
123,0.048949,1191
124,0.048949,1051
125,0.048949,940
126,0.048949,1346
127,0.048853,1342
128,0.04883,1363
129,0.048743,1418
130,0.048743,1448
131,0.048743,1412
132,0.048726,1415
133,0.048726,1360
134,0.048726,1120
135,0.048023,1067
136,0.048023,1041
137,0.047909,1083
138,0.047909,1109
139,0.047909,1087
140,0.047909,1071
141,0.047909,1058
142,0.047793,1037
