Test ID,Test Case,Std Error,EML Error,Std Nodes,EML Nodes,Std Gens,EML Gens,Std Status,EML Status,Std Formula,EML Formula
1.1,Phase 1: f(x) = exp(x),0.000000,0.000000,2,3,0,10,CONVERGED,CONVERGED,exp(x),exp(x)
1.2,Phase 1: f(x) = ln(x),0.000000,0.000007,2,35,0,80,CONVERGED,BUDGET EXHAUSTED,log(x),exp(x) - log(-log(exp(x) - log(-log(E - log(exp(-1)*exp(exp(x)) - log(-log(-x + exp(exp(x))/x) + exp(-1)*exp(E)))) + exp(-x)*exp(exp(x)))) + exp(exp(x))/x)
1.3,"Phase 1: f(x1, x2) = x1 + x2",0.000000,6.776950,3,11,0,40,CONVERGED,BUDGET EXHAUSTED,(x2 + x1),exp(x2) - log(-x2 + exp(-x1 + exp(x2)))
1.4,Phase 1: f(x) = exp(x) * exp(-x^2)  [EML home territory],0.000000,0.249916,23,203,0,10,CONVERGED,BUDGET EXHAUSTED,exp(exp(log((((1.0 - x) / (x / x)) * ((x - 1.0) + exp(((x - x) / (x - 1.0)))))))),exp(exp(exp(exp(exp(exp(x))/x)/x)*exp(exp(exp(exp(exp(x))/(-exp(x) + exp(-1)*exp(exp(exp(x))) - log(1/x)))/x)/(-log(-log(exp(-1)*exp(exp(E)/x) - log(x)) + exp(exp(exp(E)))/(E - log(E - log(x)))) + exp(-x)*exp(exp(x))))/(-exp(exp(x*exp(-E)*exp(exp(exp(exp(x))/x)/x))/(-log(-log(exp(x) - log(x)) + exp(E)) + exp(exp(exp(x))/x)/x))*log(exp(x) - log(x)) + exp(exp(x*exp(-E)*exp(exp(exp(exp(x))/x)/x))/(-log(-log(exp(x) - log(x)) + exp(E)) + exp(exp(exp(x))/x)/x))*exp(exp(x))/x))/(-log(-log(E - log(-log(-log(E - x) + exp(exp(E))/(exp(x) - log(x))) + exp(exp(-x)*exp(exp(x)))/(-log(exp(x) - log(x)) + exp(E)))) + exp(exp(exp(exp(exp(E)/x)/(exp(x) - log(x))))/(exp(exp(exp(x))/x) - log(-x + exp(x))))/(E - log(exp(x) - log(x)))) + exp(exp(exp(exp(E)/(-log(E - log(x)) + exp(E)))/(-log(-x + exp(E)) + exp(exp(exp(x))/x)/(E - log(x))))/(-log(-log(exp(exp(x)) - log(x)) + exp(exp(E)/x)/(exp(x) - log(x))) + exp(exp(x))/(exp(exp(x)) - log(E - log(x)))))/x))
2.1,Phase 2: f(x) = sin(x) + cos(x),0.002202,0.242583,57,97,90,99,BUDGET EXHAUSTED,BUDGET EXHAUSTED,((cos(((1.0 * 1.0) - x)) + (cos(tan(tan(tan(1.0)))) * tan((sin(tan(sin((x * 1.0)))) / (x / 1.0))))) - (cos(sin((sin(1.0) * sin((((1.0 + 1.0) - 1.0) * (sin(x) - (1.0 - x))))))) * sin(cos(cos(sin((sin(1.0) * (sin(x) - (x / x))))))))),exp(exp(exp(exp(x))/(-log(exp(x) - log(exp(exp(x)) - 1)) + exp(exp(-1)*exp(exp(exp(E)/x)/(exp(x) - log(x))))/(E - log(-log(x) + exp(exp(x))/x))))/(-log(x) + exp(E)/(-log(E - log(-x + exp(exp(x))/x)) + exp(-E)*exp(exp(-1)*exp(E)))))/(-log(E - log(-x + exp(exp(x))/x)) + exp(exp(x))/(-log(-log(E - log(-log(x) + exp(exp(x))/x)) + exp(exp(E)*exp(-x))/(-log(exp(x) - log(x)) + exp(E))) + exp(E)))
3.1,Phase 3: f(x) = sinh(x),0.000000,0.233857,2,45,0,99,CONVERGED,BUDGET EXHAUSTED,sinh(x),-log(E - log(exp(x) - log(-log(-log(-x + exp(E)) + exp(-1 + E)) + exp(E)/(-log(exp(-x + exp(x)) - log(-1 + E)) + exp(E))))) - exp(E)/(x - exp(E)/x)
3.2,Phase 3: f(x) = arctan(x),0.000000,0.148922,4,99,0,99,CONVERGED,BUDGET EXHAUSTED,atan((x / 1.0)),exp(exp(exp(exp(E)/(-log(x) + exp(exp(x))/(exp(exp(x)) - log(exp(x) - log(x)))))/(-log(-log(-log(E - x) + exp(E)/(exp(x) - log(x))) + exp(-1)*exp(E)) + exp(exp(exp(-1)*exp(exp(exp(x))))/(-x + exp(x)))/x))/(-exp(exp(x)) - log(1/(E - log(exp(exp(x)) - log(E - log(x))))) + exp(exp(exp(E)/(exp(x) - log(x)))/(-log(E - log(exp(x) - log(x))) + exp(-x)*exp(exp(x))))/(E - log(-log(exp(x) - log(x)) + exp(exp(exp(x))/x)/x))))/(E - log(x))
3.3,Phase 3: f(x) = x^x,0.000000,2.538119,5,55,0,90,CONVERGED,BUDGET EXHAUSTED,exp((x * log(x))),exp(x) - log(E - log(-log(E - log(exp(x) - log(exp(x) - log(-log(-x + exp(x)) + exp(E)/(E - log(x)))))) + exp(E)/(-log(-log(-log(exp(x) - log(E - log(x))) + exp(-x)*exp(exp(exp(x)))) + exp(exp(-1)*exp(exp(x)))/(-x + exp(exp(x)))) + exp(exp(x))/x)))
3.4,Phase 3: f(x) = 1 / (1 + exp(-x))  [sigmoid],0.000632,0.004755,48,65,20,99,BUDGET EXHAUSTED,BUDGET EXHAUSTED,exp(((((1.0 - 1.0) - 1.0) / exp((1.0 * x))) / (1.0 - (((1.0 * exp(exp((x + 1.0)))) * (1.0 - log(exp(1.0)))) - exp(((((x - x) / (1.0 - 1.0)) / 1.0) - (((x + x) / x) + log(exp(x))))))))),exp(exp(exp(exp(exp(x))/(-log(exp(x) - log(x)) + exp(E)))/(-log(exp(exp(exp(exp(x)))/x)) + exp(exp(exp(exp(exp(x))/x)/(E - log(x)))/(-x + exp(x)))/(-log(x) + exp(exp(x))/x)))/(exp(x) - log(-log(exp(exp(x)) - log(E - log(exp(x) - 1))) + exp(exp(x))/(exp(x) - log(x)))))/(E - log(x))
3.5,Phase 3: f(x) = x^3 - 2x^2 + x  [EML stress: integer powers],0.000000,314.267975,53,157,0,99,CONVERGED,BUDGET EXHAUSTED,((((1.0 - x) + (1.0 * (((x + 1.0) - (1.0 - x)) * ((1.0 - 1.0) / (1.0 + 1.0))))) + ((x * x) - (1.0 * 1.0))) * (((1.0 - 1.0) / (1.0 + x)) + ((x / 1.0) / ((1.0 / (x / x)) / (1.0 - (1.0 / x)))))),-log(-log(exp(exp(exp(-x)*exp(exp(exp(E)*exp(-x))/(-1 + exp(E)/x)))/(-log(exp(x) - log(-log(E - log(x)) + exp(E))) + exp(exp(-x)*exp(exp(exp(x))/x))/(-log(E - log(x)) + exp(exp(x))/x))) - log(-log(exp(x) - log(-x + exp(exp(x)))) + exp(E)/x)) + exp(exp(-x)*exp(exp(exp(x*exp(E)*exp(-exp(x)))/(-E + exp(exp(E)/x)/x))))/(-log(E - log(x)) + exp(-x)*exp(exp(exp(x))))) + exp(exp(x))/(-log(-log(exp(exp(E)/(-log(E - log(x)) + exp(exp(x))/x)) - log(-log(E - log(x)) + exp(E))) + exp(exp(exp(E))/(exp(x) - log(x)))/(-log(exp(x) - log(x)) + exp(exp(x))/x)) + exp(E)/(-x + exp(exp(x))/(E - log(E - log(x)))))
