Test ID,Test Case,Std Error,EML Error,Std Nodes,EML Nodes,Std Gens,EML Gens,Std Status,EML Status
1.1,Phase 1: f(x) = exp(x),0.000000,0.000000,2,3,0,30,CONVERGED,CONVERGED
1.2,Phase 1: f(x) = ln(x),0.000000,0.000006,2,37,0,220,CONVERGED,BUDGET EXHAUSTED
1.3,"Phase 1: f(x1, x2) = x1 + x2",0.000000,FAIL,7,,0,500,CONVERGED,TIMEOUT
1.4,Phase 1: f(x) = exp(x) * exp(-x^2)  [EML home territory],0.000000,FAIL,12,,0,500,CONVERGED,TIMEOUT
2.1,Phase 2: f(x) = sin(x) + cos(x),0.005225,0.346750,24,55,60,120,BUDGET EXHAUSTED,BUDGET EXHAUSTED
3.1,Phase 3: f(x) = sinh(x),0.000000,FAIL,6,,0,500,CONVERGED,TIMEOUT
3.2,Phase 3: f(x) = arctan(x),0.000009,FAIL,24,,60,500,BUDGET EXHAUSTED,TIMEOUT
3.3,Phase 3: f(x) = x^x,0.536730,FAIL,70,,110,500,BUDGET EXHAUSTED,TIMEOUT
3.4,Phase 3: f(x) = 1 / (1 + exp(-x))  [sigmoid],0.002179,FAIL,103,,30,500,BUDGET EXHAUSTED,TIMEOUT
3.5,Phase 3: f(x) = x^3 - 2x^2 + x  [EML stress: integer powers],0.000000,FAIL,87,,0,500,CONVERGED,TIMEOUT
4.1,Phase 4: f(x) = exp(sin(x)) + ln(x^2 + 1),0.007007,0.346250,63,57,410,430,BUDGET EXHAUSTED,BUDGET EXHAUSTED
4.2,"Phase 4: f(x1, x2) = sin(x1*exp(x2)) - cos(ln(x1^2+x2^2+0.1))",0.190820,0.257013,86,61,400,440,BUDGET EXHAUSTED,BUDGET EXHAUSTED
